stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,12,3,0,14,9,264,0,1,37
72hpf,0.85,42,1.41,0,4.51,14.94,146,5.36,3.95,26.21
21Day,0,87.69,32.93,1.11,37,31.82,82.14,0,6.29,72.89
3Month,4.47,235.18,4.06,62.41,77.08,8.63,4.06,0.31,4.37,22.47
22Month,16.4,345.59,5.6,22.96,125.17,3.28,9.16,26.37,5.6,36.49
