stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,2,0,1,0,0,0
72hpf,0,1.69,0,2.54,0.56,7.89,0,0.28,14.09
21Day,0,15.17,0.74,2.22,1.85,2.96,0,1.11,25.9
3Month,0.31,1.98,0,3.43,0.21,0,0,0,6.45
22Month,0.82,5.74,0.14,14.76,0.41,0.14,2.32,0.14,18.17
