stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0.85,0,0,0,1.69,1.13,0,0.85
21Day,0,1.48,0,0.74,0,1.85,0.74,0,1.48
3Month,0.1,2.6,0.1,2.18,0.21,0,0,0,0.1
22Month,0,18.45,0.14,0.27,2.19,0,0.14,0.82,0.41
