stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,0,2,0,0,1
72hpf,0.85,0.56,0,0.28,0,26.49,0,0,0.85
21Day,1.48,0,0,0,0.37,13.69,0.37,0,1.11
3Month,4.16,0.1,0.42,0.42,0,0,0,0.62,0.1
22Month,1.37,0,0,0.14,0,0,0.14,0,0.27
