stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.85,0.28,0,0,3.66,1.13,0.85
21Day,0.74,0.74,0.74,0.37,1.48,1.85,4.44
22Month,0.14,0,0.27,0,0,0,0
