stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0.28,0.28,0,0
21Day,0,2.96,0,23.31,1.11,2.96,0.74,0.74
3Month,0,0.52,0,0.94,0,0,0,0
22Month,0.14,3.14,0.14,3.28,0.14,0,0.82,0.41
