stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,2,0,0,1,13,3,0,4
72hpf,0,1.69,0,0,0.56,1.97,0,0.56,0.28
21Day,0,2.96,0.74,1.11,0.37,1.48,0,0,1.85
3Month,0,0.1,0,0.1,0,0,0,0,0
22Month,0,0,0,0.14,0,0,0.14,0,0
