stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,105,443,1,0,205,83,1248,8,9,155
72hpf,65.67,791.15,26.78,1.13,113.02,40.87,2052.14,6.76,11.27,326.94
21Day,22.57,687.44,47.36,5.55,161.68,44.77,493.19,2.59,48.47,202.38
3Month,62.72,2687.28,8.84,52.32,215.32,21.74,72.08,3.12,46.29,193.06
22Month,44.27,1545.51,3.96,18.04,77.34,7.93,48.92,25.55,12.3,326.46
