stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0.28,0,0,0,0,0
21Day,0,1.11,0,0,0,0.37,0
3Month,0,1.77,7.18,0.62,0.31,0,0.21
22Month,0.14,1.78,0.14,0.14,0,0.14,0.14
