stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4,0,0,1,1,0,2
72hpf,0.28,3.66,0,0,0.28,1.41,0,3.95
21Day,1.48,5.18,0.37,0,1.11,0,0,3.7
3Month,0.21,0.62,0.1,0.21,0.42,0.21,0.1,0.52
22Month,0.14,1.64,0,0.27,0,0,0,0.14
