stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,13,101,1,24,20,613,217,2,89
72hpf,0,14.37,0.56,0.28,0.85,11.27,0.56,0,1.69
