stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,2,0,1,2,1
72hpf,0.85,0.28,0,0.28,0
21Day,0.37,0.37,0.37,0,0
3Month,0.21,0,0.1,0,0
22Month,0.41,0,0.82,0,0
