stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0.56,0,0,0.28,0,0
21Day,2.59,0,0,1.48,0,0.37
3Month,0.62,0.83,0.1,0,0,0.73
22Month,1.23,0.41,0.14,0.27,6.97,0.27
