stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0.56,0,0.28,12.68,0,0,1.13
21Day,0,0.37,0.37,0,6.66,0,1.48,0
3Month,0,0.31,0,0.1,0.1,0,0.1,0
22Month,0.14,3.55,0,0.41,0.27,0.14,0,0.41
