stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0.28,0.56,0,0,0.28
21Day,1.48,0,0.74,0.74,0.37,0,0,0.37
3Month,0.83,0.21,0.31,0.1,0,0,0.21,0
22Month,1.78,0.14,0.41,0.27,0,0.14,0,0
