stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,12,0,2
72hpf,0,0.56,0,0,0.28,3.38,0,0.56
21Day,0,0,0,0.37,0,3.33,0,0.74
3Month,0.1,3.12,2.39,0.42,0.1,0,0,0.21
22Month,0.14,13.8,0.68,1.91,0.14,0.14,0.27,1.37
