stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,1
72hpf,0,0,0.28,0,0,0.56,0,0.28
21Day,0,0,0,0,0,0,0,0.74
3Month,0,1.66,0,0.31,0.21,0,0.1,0.21
22Month,0.14,0.27,0,0,0.27,0,0,0.14
