stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,5,0,0,2,0,2
72hpf,1.41,0,0.85,0,0,0.28
21Day,1.48,0.37,2.59,0.37,0,1.11
3Month,0.62,0.1,0.1,0,0,0
22Month,1.64,0.27,0,0.14,0.27,0
