stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,1.41,0,0,0,0.28,0.56,0,0
21Day,0,0,0,0,0,0,0.37,0
3Month,3.33,0,0.52,0.1,0.1,0,0.1,0.21
22Month,1.5,0.27,0,0.14,0.14,0,0.27,0
