stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0.28,0,0,0,9.3,2.54,0,0.56
21Day,0,0.37,0,0,2.59,0.74,0.37,0.37
3Month,0.1,0.31,0.21,0.1,0,0,0.1,0.1
22Month,0,0.96,0.27,0,0.14,0.14,0,0.14
