stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,1,0,1,0,1
72hpf,0,0,0,3.38,0,0.56
21Day,0,0,0.37,3.7,0.37,1.11
3Month,0.21,0,0,0,0,0
22Month,0.41,0,0,0,0,0
