stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,7,0,1,0,0
72hpf,0,0,0,0,2.25,0,0,0,0
21Day,0,0.37,0.37,0,7.4,0,0.37,0,0.37
3Month,0.31,0.73,0,0.1,17.27,0.1,0,0,0.1
22Month,0.41,1.37,0.82,0,65.46,0.14,0,0.14,0.82
