stage,Epithelial,Germ,Immune,Neuron,Secretory
24hpf,0,0,0,2,0
72hpf,0.28,0,0,1.69,0
21Day,0.74,0.74,0.37,1.48,0
3Month,1.56,2.81,0.21,0.21,0.1
22Month,0.82,0.27,0.14,0.14,0
