stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,3,0
72hpf,0.28,0,0,0,6.2,0.85
21Day,1.11,0,0.74,0.37,7.4,0.74
3Month,1.66,1.04,1.25,0.21,0.42,0.31
22Month,0.96,0,0.14,0,0,0
