stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,4.79,0,0,0.28,0,0,0
21Day,0,11.84,0,0,1.11,0,0,0
3Month,0.1,11.44,0,0.21,0,0,0.52,0.1
22Month,0,12.03,0.41,0.68,0,0.14,0.14,0.41
