stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,6,0,0,0,0,14,2,0
72hpf,7.05,0.85,0,0,0,17.76,0.28,0.56
21Day,5.18,1.48,0,0.74,0,6.29,1.11,0.74
3Month,16.23,0.1,24.86,3.02,0.94,10.51,3.54,0.83
22Month,11.34,0,2.73,0.82,0.14,2.32,1.91,0.27
