stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,0,0,7,3
72hpf,0.56,0,0,0,0,0.85,0.56
21Day,1.11,0,0,0.74,0.37,0,1.48
3Month,0.62,0.1,0.42,0,0.1,0.1,0.21
22Month,1.37,0,0.41,0,0,0,0.27
