stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,0,0,0,0
72hpf,3.1,0,0,0,0,0.56,0.28,0,0
21Day,4.07,0,0,0,0,1.11,0,0.37,1.85
3Month,86.13,0.1,4.16,1.66,0.73,0.73,0.1,2.5,2.91
22Month,37.17,0,0.14,1.09,0.14,1.64,0.55,0.96,2.19
