stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,2,0,3,0,13,0,0,2
72hpf,0.28,0.56,0,0,0,1.69,0,0.28,0.85
21Day,0,1.48,0.37,0.74,0.37,3.33,0,0.37,2.22
22Month,0,1.37,0,0.41,0,0,0.14,0,0
