stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,3,0
72hpf,1.97,0,0,0,0.85,0.56
21Day,2.59,0.37,0.37,0.74,0.74,2.96
22Month,0.41,0,0,0,0,0
