stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,1,1,0,0
72hpf,5.92,0,0,0.56,0.28,0,0
21Day,3.33,0.37,0,1.48,0.37,0,0.37
3Month,6.45,0,0.21,1.77,0,0,0
22Month,1.64,0,0,1.37,0,0.14,0
