stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0,0,0,0.56,12.97,0,0.28
21Day,0,0.37,0,0,0.37,5.55,0,0.37
3Month,4.58,0,0.52,0.31,0,0,0,0.31
22Month,2.6,0,0,0.14,0.14,0,0.27,0
