stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,0,0,0.56,0.28
21Day,0,0,0,0.74,0
3Month,0.21,0.1,0.1,0.21,0
22Month,0.68,0,0,0.27,0
