stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,5,0,2
72hpf,2.25,0,0,0,0.28,7.61,0,3.1
21Day,1.48,0.74,0,0,2.96,2.59,0.37,3.33
3Month,13.73,0.1,0.42,0.62,0.83,0,0.21,1.25
22Month,4.37,0,0,0.41,0,0,0,0.27
