stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0.56,0.28,0,0.28,0.28,0,0.28
21Day,0.74,0.37,0,0.74,0,0.37,1.11
3Month,0.73,0,0.1,0,0,0,0.1
22Month,0.41,0,0,0,0,0,0
