stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,3,0,0,1,0,0
72hpf,20.57,0,0,1.13,0,0.28
21Day,23.31,0,0,0,0.37,0
3Month,0.62,0.1,0.1,0,0,0
22Month,0.41,0,0,0,0,0
