stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron
72hpf,0,0.28,0,0,0,0
21Day,0,0.74,0,0,0,0.74
3Month,0.1,1.04,0.31,0.1,0.1,0
22Month,0,0.82,0.27,0,0,0.14
