stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,1,0,0,0,1,0,0
72hpf,0,7.89,0,0,0.28,2.54,0.28,0
21Day,0,5.55,0,0,0,0.37,0,0.37
3Month,0.1,3.33,1.04,1.14,0.21,0.1,0.1,1.35
22Month,0.14,6.29,0.14,1.37,0,0.27,0.27,0.41
