stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,1,0,0,0
72hpf,0.56,0.28,0,0,0,0.28,0,0,0
21Day,0.74,0,0.37,0,0.37,0.74,0,0.37,0
3Month,1.04,0,6.87,0.21,0,0.1,0,0,0.1
22Month,0.82,0,0,0,0,0,0.14,0,0
