stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,2,0
72hpf,0,0,0,0,0.28,14.66,0.28
21Day,0,0.37,0,0,0,3.7,0
3Month,0,0.21,0,0,0,0,0
22Month,0.14,1.23,0.14,0.14,0.14,0,0.27
