stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,11,0
72hpf,0.28,0,0,0,0.28,0.56
21Day,0.37,0,0,0,0.37,0
3Month,0.21,0.52,0.1,0,0,0.1
22Month,2.32,0.27,0,0,0,0
