stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,0
72hpf,0.56,0,0,0.28,0.85,0.56
21Day,1.48,0,0,0.37,0.74,0
3Month,1.98,3.33,0.42,0,0.1,0.21
22Month,1.5,1.64,0,0,0,0
