stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,50,0,0,3
72hpf,0.85,12.12,6.76,2.54,4.51,778.18,0.28,0.28,18.32
21Day,0,14.43,4.81,5.18,3.33,235.68,0,3.33,7.4
3Month,0,0,0,0,0,0.52,0,0,0
22Month,0,0.41,0,0.55,0,17.76,0,0,0.14
