stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,2,0,4,0,0
72hpf,0.85,0,0.28,0.28,4.23,0,0.85
21Day,2.59,1.48,3.7,0.37,14.06,0.74,7.77
