stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,0,1,3,0,0
72hpf,0,0.28,0,0,0,3.1,0,0.28
21Day,1.85,1.11,0,0,0.37,1.11,0,0.74
3Month,1.56,0,0.21,0.21,0.1,0,0,0.1
22Month,0.82,0,0,0.55,0,0,0.14,0
