stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,0,0
72hpf,0,0,0,0,1.41,0,0
21Day,0.37,0,0,0,1.85,0,0
3Month,10.51,0.1,32.04,1.35,0,0.21,0.21
22Month,0.27,0,0.41,0.27,0,0,0
