stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,24,158,5,0,13,75,665,4,5,151
72hpf,16.07,167.7,20.01,0.28,2.25,61.44,335.68,13.25,8.17,196.45
21Day,6.66,211.63,111.37,2.96,29.6,93.24,207.93,0.37,21.09,261.21
3Month,22.68,886.22,10.61,218.64,132.21,34.74,37.03,1.66,20.08,143.44
22Month,20.36,973.63,9.7,34.57,154,11.48,41.27,38.67,9.57,86.91
