stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,5,0,0,0,3,0,0
72hpf,3.95,0,0,0,1.13,0,4.79
21Day,0,0,0.74,0.37,0.74,0.37,21.09
3Month,0.73,0.1,0,0.1,0,0,1.77
22Month,0.14,0,0,0,0,0,0.14
