stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,1
21Day,0,0,0,1.48,0,0,0,0
3Month,0,0.83,0.21,2.39,0,0,0.1,0
22Month,0.14,0.96,0,6.7,0.14,0.14,0,0.14
