stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,34,2,0,0
72hpf,1.41,0,0,18.6,1.97,0,0.28
21Day,0.37,0,0,13.32,1.48,0.37,0.37
3Month,1.98,4.26,0.31,0.62,0.1,0.52,0.42
22Month,0.68,0.41,0,0.14,0,0,0.14
