stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,2,0,0
72hpf,0,0,0,0,0,0.56,0,0
3Month,0,1.56,0.1,0.1,0.1,0.1,0,0.21
22Month,0.14,4.24,0,1.37,0,0.14,0.14,0.27
