stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,0,1.41,0,0.28
21Day,1.48,0.37,0,1.11,0,1.11,0.37,1.85
3Month,2.5,0,0.73,0.62,0.1,0.1,0,0
22Month,1.91,0,0,1.37,0,0.14,0.27,0.14
