stage,Endothelial,Epithelial,Germ,Immune,Stromal
72hpf,0,1.13,0,0,0
21Day,0.37,1.48,0,0,0.74
3Month,0,0.52,0.1,0.21,0
22Month,0,0.41,0,0,0
