stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,0,0.56,12.68,0.56,0.28
21Day,0.74,0.37,0,5.18,0,0
22Month,0,0.14,0,0,0,0
