stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
72hpf,0.28,0,0.56,0.56,0,0
3Month,0.42,0.1,0,0,0,0.1
22Month,0.96,0,0,0.14,0.27,0.14
