stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,5,0,0,3,3,410,0,5
72hpf,0,1.13,0.56,0,0.28,0,33.82,0,3.1
21Day,0,5.18,0.74,0,0,0,7.77,0,6.29
3Month,0.1,9.05,0,0.62,0.52,0.42,0,0.1,2.39
22Month,0,2.05,0,0,0.41,0.14,0,0,0.82
