stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,7,0
72hpf,1.13,0,0,6.2,0
21Day,0.74,0,0.37,4.44,0.37
3Month,0.31,1.77,0,0,0
