stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0,0,0.28,0.28,0,0.56
21Day,0,3.33,0,0.37,0.74,0,0,1.11
3Month,0.21,2.08,0.31,7.07,0.1,0,0.21,1.98
22Month,0.41,1.78,0.14,1.78,0,0,0,1.5
