stage,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,4.51,0,0,0,0,0,0
21Day,1.85,0,0,0.37,0,0,0
3Month,13.63,0.21,0.94,1.35,0,0,0.1
22Month,6.83,0.14,0.14,0.14,0.14,0.27,0
