stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,3,0,0,0,22,5
72hpf,0,1.41,0,0.28,0.28,6.2,1.69
21Day,0,2.59,0,0,0.37,1.48,4.07
3Month,0,0.73,0.62,0.1,0.1,0,0
