stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,10,0,0,0,1,2,0,1
72hpf,0,1.41,0,0,0,0,0,0,0
21Day,0,1.48,0,0,0,0.37,0,0,0
3Month,0.1,7.07,0.21,0.83,0.21,0.1,0,3.64,0.52
22Month,0,0.27,0.14,0,0,0,0,0.68,0.14
