stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0,0,0,0.85,0,0,0
21Day,0,0,0.37,0,1.48,0.74,0,0.37
3Month,0.1,3.12,15.81,0.94,0.1,0.21,0.42,0.31
