stage,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
24hpf,0,0,1,0,0,0,0
21Day,0.37,0,0.37,0,0,0,0
3Month,5.72,9.47,8.11,0.1,0,0.21,0
22Month,5.47,2.05,0.82,0,0.27,0,0.14
