stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,1,1,0,0,0,2,0
72hpf,0,0,0.85,0,0,0,0.85
21Day,0,0,0,0,0,1.11,0.74
3Month,0,0.1,0,0.31,0.21,0.1,0
